"날짜","종가","시가","고가","저가","거래량","변동 %"
"2006- 06- 28","1,238.71","1,226.59","1,238.74","1,223.11","165.95M","-0.71%"
"2006- 06- 27","1,247.54","1,245.44","1,253.41","1,242.68","196.45M","0.77%"
"2006- 06- 26","1,238.05","1,227.00","1,239.54","1,221.65","225.97M","0.77%"
"2006- 06- 23","1,228.62","1,226.27","1,228.96","1,210.99","187.62M","-0.82%"
"2006- 06- 22","1,238.83","1,246.19","1,248.28","1,236.15","227.95M","0.95%"
"2006- 06- 21","1,227.19","1,229.29","1,232.63","1,216.10","188.20M","0.11%"
"2006- 06- 20","1,225.83","1,244.50","1,244.56","1,221.13","201.14M","-2.06%"
"2006- 06- 19","1,251.67","1,254.59","1,260.22","1,242.20","166.26M","-0.83%"
"2006- 06- 16","1,262.19","1,246.11","1,264.87","1,245.81","234.04M","3.51%"
"2006- 06- 15","1,219.40","1,232.72","1,239.86","1,213.09","196.28M","-0.19%"
"2006- 06- 14","1,221.73","1,194.46","1,230.02","1,192.09","210.75M","1.48%"
"2006- 06- 13","1,203.86","1,215.55","1,218.39","1,201.60","189.71M","-2.90%"
"2006- 06- 12","1,239.84","1,229.96","1,239.84","1,219.18","194.88M","0.34%"
"2006- 06- 09","1,235.65","1,236.80","1,240.05","1,217.76","230.38M","1.02%"
"2006- 06- 08","1,223.13","1,259.39","1,262.36","1,223.13","272.30M","-3.45%"
"2006- 06- 07","1,266.84","1,273.07","1,279.27","1,262.87","243.23M","-2.67%"
"2006- 06- 05","1,301.62","1,315.77","1,315.77","1,295.59","207.50M","-0.57%"
"2006- 06- 02","1,309.04","1,312.77","1,314.77","1,285.43","248.49M","1.08%"
"2006- 06- 01","1,295.09","1,308.44","1,319.05","1,294.92","238.05M","-1.72%"
"2006- 05- 30","1,317.70","1,329.40","1,330.60","1,311.30","219.73M","-0.87%"
"2006- 05- 29","1,329.22","1,333.59","1,340.33","1,327.53","224.01M","0.51%"
"2006- 05- 26","1,322.43","1,315.10","1,326.34","1,312.75","235.59M","2.06%"
"2006- 05- 25","1,295.76","1,333.63","1,333.65","1,295.47","213.56M","-2.82%"
"2006- 05- 24","1,333.38","1,325.94","1,335.09","1,303.67","249.76M","0.26%"
"2006- 05- 23","1,329.86","1,323.98","1,334.85","1,314.59","256.20M","-0.65%"
"2006- 05- 22","1,338.59","1,375.95","1,376.08","1,338.37","244.38M","-2.46%"
"2006- 05- 19","1,372.29","1,364.18","1,372.29","1,346.31","291.36M","0.52%"
"2006- 05- 18","1,365.15","1,360.76","1,366.78","1,356.04","355.78M","-2.59%"
"2006- 05- 17","1,401.47","1,386.93","1,403.68","1,386.93","270.25M","1.40%"
"2006- 05- 16","1,382.11","1,415.81","1,416.45","1,373.52","285.86M","-2.25%"
"2006- 05- 15","1,413.98","1,424.58","1,424.58","1,406.88","250.68M","-2.16%"
"2006- 05- 12","1,445.20","1,448.57","1,454.14","1,429.92","260.78M","-1.33%"
"2006- 05- 11","1,464.70","1,448.30","1,464.70","1,445.86","273.37M","0.94%"
"2006- 05- 10","1,451.09","1,449.72","1,455.83","1,441.81","270.62M","0.04%"
"2006- 05- 09","1,450.44","1,452.01","1,461.20","1,446.80","275.91M","-0.12%"
"2006- 05- 08","1,452.23","1,459.39","1,461.05","1,449.75","257.20M","0.78%"
"2006- 05- 04","1,441.02","1,436.60","1,441.46","1,424.72","266.81M","0.41%"
"2006- 05- 03","1,435.17","1,440.85","1,453.50","1,435.16","301.94M","0.02%"
"2006- 05- 02","1,434.90","1,419.64","1,435.00","1,408.80","296.68M","1.07%"
"2006- 04- 28","1,419.73","1,443.63","1,443.63","1,413.70","328.12M","-2.26%"
"2006- 04- 27","1,452.53","1,455.09","1,458.67","1,446.37","363.52M","0.09%"
"2006- 04- 26","1,451.22","1,433.38","1,451.22","1,430.74","312.33M","1.40%"
"2006- 04- 25","1,431.15","1,426.68","1,441.72","1,419.64","313.97M","0.01%"
"2006- 04- 24","1,430.94","1,448.04","1,448.04","1,425.75","291.17M","-1.40%"
"2006- 04- 21","1,451.31","1,441.11","1,458.35","1,437.70","381.81M","1.20%"
"2006- 04- 20","1,434.15","1,439.78","1,445.20","1,430.92","368.82M","-0.26%"
"2006- 04- 19","1,437.84","1,445.77","1,450.93","1,434.87","409.37M","0.76%"
"2006- 04- 18","1,427.00","1,415.76","1,432.90","1,415.14","321.90M","0.31%"
"2006- 04- 17","1,422.63","1,435.16","1,436.65","1,416.92","336.63M","-0.70%"
"2006- 04- 14","1,432.72","1,410.49","1,434.68","1,405.46","339.44M","1.92%"
"2006- 04- 13","1,405.72","1,384.03","1,405.72","1,382.55","306.71M","1.60%"
"2006- 04- 12","1,383.59","1,375.84","1,384.21","1,372.24","294.01M","-0.18%"
"2006- 04- 11","1,386.08","1,395.27","1,397.46","1,373.25","314.82M","-0.87%"
"2006- 04- 10","1,398.29","1,394.64","1,402.30","1,391.66","316.16M","-0.29%"
"2006- 04- 07","1,402.36","1,397.04","1,402.36","1,390.63","336.35M","0.38%"
"2006- 04- 06","1,397.00","1,397.51","1,406.03","1,388.74","425.05M","0.59%"
"2006- 04- 05","1,388.77","1,390.27","1,395.64","1,383.39","387.92M","0.23%"
"2006- 04- 04","1,385.64","1,380.49","1,388.99","1,374.84","392.03M","0.43%"
"2006- 04- 03","1,379.75","1,362.35","1,381.67","1,361.14","347.09M","1.48%"
"2006- 03- 31","1,359.60","1,338.50","1,360.13","1,337.35","314.76M","1.60%"
"2006- 03- 30","1,338.14","1,339.11","1,342.66","1,332.18","294.95M","0.41%"
"2006- 03- 29","1,332.72","1,319.24","1,337.08","1,314.63","388.50M","0.11%"
"2006- 03- 28","1,331.31","1,327.66","1,334.12","1,322.12","359.74M","0.07%"
"2006- 03- 27","1,330.34","1,317.46","1,335.25","1,317.25","323.60M","0.69%"
"2006- 03- 24","1,321.23","1,311.88","1,321.23","1,302.47","368.50M","0.68%"
"2006- 03- 23","1,312.26","1,321.40","1,327.42","1,300.44","333.04M","0.19%"
"2006- 03- 22","1,309.83","1,326.74","1,326.74","1,306.07","306.30M","-2.01%"
"2006- 03- 21","1,336.65","1,347.30","1,348.20","1,335.45","289.60M","-0.75%"
"2006- 03- 20","1,346.69","1,339.73","1,350.02","1,335.22","320.75M","0.42%"
"2006- 03- 17","1,341.12","1,331.38","1,342.83","1,320.54","277.19M","0.38%"
"2006- 03- 16","1,335.98","1,340.58","1,347.13","1,332.55","314.02M","0.15%"
"2006- 03- 15","1,333.98","1,337.21","1,342.44","1,332.53","356.09M","0.58%"
"2006- 03- 14","1,326.30","1,339.69","1,340.35","1,316.47","348.69M","-0.90%"
"2006- 03- 13","1,338.28","1,332.28","1,338.50","1,328.56","317.90M","1.38%"
"2006- 03- 10","1,320.07","1,315.13","1,328.72","1,308.74","282.77M","0.68%"
"2006- 03- 09","1,311.21","1,313.75","1,324.21","1,310.58","278.39M","-0.22%"
"2006- 03- 08","1,314.05","1,303.58","1,322.51","1,296.78","316.69M","-0.20%"
"2006- 03- 07","1,316.67","1,336.47","1,336.47","1,314.27","297.28M","-2.09%"
"2006- 03- 06","1,344.76","1,332.71","1,344.77","1,324.39","300.00M","1.19%"
"2006- 03- 03","1,328.95","1,365.35","1,367.17","1,325.59","339.82M","-2.83%"
"2006- 03- 02","1,367.70","1,377.46","1,379.30","1,367.68","405.52M","-0.28%"
"2006- 02- 28","1,371.59","1,377.44","1,379.71","1,363.93","296.10M","-0.24%"
"2006- 02- 27","1,374.88","1,365.41","1,374.89","1,360.46","302.26M","0.66%"
"2006- 02- 24","1,365.82","1,363.73","1,366.71","1,352.76","329.36M","0.34%"
"2006- 02- 23","1,361.23","1,348.51","1,362.03","1,346.69","341.97M","1.54%"
"2006- 02- 22","1,340.58","1,344.90","1,356.76","1,324.40","363.83M","-0.44%"
"2006- 02- 21","1,346.49","1,350.45","1,352.17","1,339.20","385.04M","-0.13%"
"2006- 02- 20","1,348.25","1,336.01","1,357.73","1,329.45","385.42M","1.16%"
"2006- 02- 17","1,332.73","1,325.49","1,333.83","1,315.25","283.77M","1.40%"
"2006- 02- 16","1,314.32","1,308.00","1,320.10","1,299.73","312.83M","0.80%"
"2006- 02- 15","1,303.84","1,342.28","1,342.40","1,300.76","420.00M","-1.83%"
"2006- 02- 14","1,328.21","1,315.14","1,330.05","1,303.19","286.70M","0.56%"
"2006- 02- 13","1,320.79","1,338.70","1,338.96","1,310.37","351.46M","-1.08%"
"2006- 02- 10","1,335.23","1,328.41","1,338.33","1,314.94","356.36M","1.03%"
"2006- 02- 09","1,321.66","1,326.87","1,329.46","1,313.82","348.01M","0.81%"
"2006- 02- 08","1,310.99","1,325.68","1,344.38","1,308.87","357.00M","-1.60%"
"2006- 02- 07","1,332.28","1,340.84","1,348.24","1,329.60","349.79M","-0.70%"
"2006- 02- 06","1,341.64","1,326.23","1,342.21","1,307.77","378.54M","0.61%"
"2006- 02- 03","1,333.50","1,357.17","1,362.37","1,330.68","444.56M","-2.98%"
"2006- 02- 02","1,374.44","1,387.50","1,389.55","1,357.71","449.62M","-0.11%"
"2006- 02- 01","1,375.97","1,390.43","1,398.19","1,366.56","469.70M","-1.70%"
"2006- 01- 31","1,399.83","1,391.51","1,403.30","1,381.75","406.45M","1.10%"
"2006- 01- 27","1,384.56","1,369.00","1,384.56","1,363.12","469.54M","2.35%"
"2006- 01- 26","1,352.75","1,349.48","1,352.84","1,329.65","367.82M","0.76%"
"2006- 01- 25","1,342.59","1,339.36","1,353.32","1,335.80","510.69M","1.19%"
"2006- 01- 24","1,326.83","1,307.36","1,328.32","1,292.84","540.14M","2.27%"
"2006- 01- 23","1,297.43","1,307.40","1,327.26","1,285.63","534.80M","-2.06%"
"2006- 01- 20","1,324.78","1,368.85","1,377.59","1,321.96","528.40M","-2.64%"
"2006- 01- 19","1,360.64","1,357.32","1,367.53","1,347.97","408.11M","0.57%"
"2006- 01- 18","1,352.91","1,378.73","1,379.46","1,333.75","567.08M","-2.64%"
"2006- 01- 17","1,389.58","1,423.76","1,426.21","1,389.51","473.74M","-2.27%"
"2006- 01- 16","1,421.79","1,423.08","1,425.05","1,409.53","402.10M","0.39%"
"2006- 01- 13","1,416.28","1,397.15","1,416.28","1,388.15","418.90M","0.98%"
"2006- 01- 12","1,402.58","1,399.64","1,411.82","1,399.04","447.86M","0.61%"
"2006- 01- 11","1,394.09","1,394.65","1,400.30","1,384.27","534.60M","-0.16%"
"2006- 01- 10","1,396.29","1,413.14","1,417.84","1,388.70","476.50M","-0.85%"
"2006- 01- 09","1,408.33","1,421.90","1,421.90","1,405.05","531.48M","-0.31%"
"2006- 01- 06","1,412.78","1,399.23","1,412.79","1,395.26","587.87M","1.24%"
"2006- 01- 05","1,395.51","1,405.31","1,405.31","1,378.96","538.07M","-0.47%"
"2006- 01- 04","1,402.11","1,408.19","1,412.15","1,400.08","527.99M","0.52%"
"2006- 01- 03","1,394.87","1,393.14","1,394.92","1,376.17","541.28M","0.40%"
"2006- 01- 02","1,389.27","1,383.32","1,389.27","1,370.61","396.30M","0.72%"
"2005- 12- 29","1,379.37","1,371.86","1,383.14","1,370.38","445.93M","0.82%"
"2005- 12- 28","1,368.16","1,357.29","1,369.42","1,353.24","368.81M","-0.39%"
"2005- 12- 27","1,373.55","1,371.35","1,376.77","1,370.03","423.77M","0.44%"
"2005- 12- 26","1,367.57","1,363.81","1,371.63","1,362.31","382.13M","0.59%"
"2005- 12- 23","1,359.53","1,358.51","1,360.00","1,347.14","418.65M","0.64%"
"2005- 12- 22","1,350.87","1,361.35","1,364.48","1,342.08","532.94M","-0.24%"
"2005- 12- 21","1,354.16","1,345.09","1,356.39","1,343.46","498.14M","0.98%"
"2005- 12- 20","1,341.00","1,333.07","1,344.31","1,331.56","523.43M","0.12%"
"2005- 12- 19","1,339.40","1,325.61","1,339.48","1,320.88","514.00M","1.39%"
"2005- 12- 16","1,321.04","1,322.40","1,330.46","1,314.52","621.72M","-1.24%"
"2005- 12- 15","1,337.68","1,338.16","1,343.05","1,326.01","688.58M","0.26%"
"2005- 12- 14","1,334.27","1,346.52","1,349.87","1,325.76","466.02M","-0.17%"
"2005- 12- 13","1,336.48","1,337.25","1,339.69","1,328.24","484.88M","0.24%"
"2005- 12- 12","1,333.23","1,321.07","1,337.82","1,321.07","462.72M","1.20%"
"2005- 12- 09","1,317.42","1,319.01","1,332.64","1,313.33","436.78M","-0.51%"
"2005- 12- 08","1,324.20","1,321.51","1,328.64","1,310.34","512.04M","-0.04%"
"2005- 12- 07","1,324.75","1,319.96","1,328.95","1,314.36","542.81M","0.28%"
"2005- 12- 06","1,321.06","1,311.90","1,324.22","1,304.88","534.92M","0.45%"
"2005- 12- 05","1,315.15","1,312.56","1,315.41","1,306.43","440.62M","0.38%"
"2005- 12- 02","1,310.12","1,318.94","1,319.28","1,309.86","565.15M","0.32%"
"2005- 12- 01","1,305.98","1,295.56","1,306.02","1,288.98","465.43M","0.66%"
"2005- 11- 30","1,297.44","1,283.58","1,300.88","1,283.47","493.10M","1.41%"
"2005- 11- 29","1,279.38","1,286.11","1,295.08","1,271.91","512.45M","-1.11%"
"2005- 11- 28","1,293.74","1,297.35","1,298.83","1,287.90","469.72M","0.04%"
"2005- 11- 25","1,293.22","1,294.79","1,298.25","1,285.24","527.89M","0.12%"
"2005- 11- 24","1,291.71","1,290.35","1,297.96","1,281.37","556.56M","0.76%"
"2005- 11- 23","1,282.02","1,251.90","1,283.57","1,250.47","575.41M","3.01%"
"2005- 11- 22","1,244.50","1,266.23","1,266.23","1,241.27","502.49M","-1.92%"
"2005- 11- 21","1,268.80","1,276.26","1,277.85","1,259.09","452.36M","-0.27%"
"2005- 11- 18","1,272.25","1,277.36","1,281.18","1,263.90","559.62M","0.23%"
"2005- 11- 17","1,269.35","1,266.47","1,272.80","1,259.92","489.65M","0.17%"
"2005- 11- 16","1,267.16","1,248.34","1,267.20","1,245.90","555.80M","1.06%"
"2005- 11- 15","1,253.86","1,254.92","1,257.55","1,236.82","434.00M","-0.30%"
"2005- 11- 14","1,257.63","1,260.28","1,262.24","1,253.67","458.06M","0.12%"
"2005- 11- 11","1,256.12","1,246.71","1,257.25","1,246.71","586.76M","1.76%"
"2005- 11- 10","1,234.43","1,226.78","1,235.08","1,224.77","456.47M","0.56%"
"2005- 11- 09","1,227.59","1,224.53","1,238.73","1,218.98","393.73M","0.07%"
"2005- 11- 08","1,226.71","1,219.78","1,226.72","1,215.00","411.85M","0.68%"
"2005- 11- 07","1,218.47","1,226.96","1,227.06","1,205.48","345.06M","-0.29%"
"2005- 11- 04","1,221.98","1,223.37","1,229.17","1,215.03","400.04M","0.33%"
"2005- 11- 03","1,217.97","1,220.51","1,220.69","1,211.92","382.07M","0.79%"
"2005- 11- 02","1,208.38","1,195.01","1,208.66","1,191.19","328.62M","1.63%"
"2005- 11- 01","1,188.95","1,165.77","1,191.29","1,165.31","427.22M","2.66%"
"2005- 10- 31","1,158.11","1,152.95","1,159.67","1,143.20","320.46M","1.52%"
"2005- 10- 28","1,140.72","1,148.88","1,149.35","1,137.23","341.22M","-2.20%"
"2005- 10- 27","1,166.36","1,174.95","1,185.70","1,165.19","445.81M","-1.07%"
"2005- 10- 26","1,179.00","1,184.60","1,186.22","1,170.97","405.83M","-0.19%"
"2005- 10- 25","1,181.28","1,199.68","1,204.34","1,178.59","447.70M","-0.28%"
"2005- 10- 24","1,184.60","1,188.86","1,193.08","1,176.33","426.32M","0.09%"
"2005- 10- 21","1,183.48","1,146.71","1,183.49","1,144.78","532.27M","1.83%"
"2005- 10- 20","1,162.23","1,169.85","1,173.68","1,157.67","510.90M","0.79%"
"2005- 10- 19","1,153.13","1,174.69","1,174.69","1,147.90","564.44M","-2.79%"
"2005- 10- 18","1,186.22","1,182.02","1,191.91","1,180.45","524.46M","0.84%"
"2005- 10- 17","1,176.36","1,195.62","1,199.91","1,170.90","482.11M","-1.16%"
"2005- 10- 14","1,190.17","1,202.33","1,207.24","1,177.68","576.23M","-0.27%"
"2005- 10- 13","1,193.44","1,206.25","1,208.00","1,186.30","615.05M","-1.94%"
"2005- 10- 12","1,217.06","1,243.23","1,245.85","1,214.95","598.66M","-2.19%"
"2005- 10- 11","1,244.27","1,221.68","1,244.27","1,218.45","504.00M","1.39%"
"2005- 10- 10","1,227.18","1,210.11","1,228.44","1,209.37","443.57M","2.18%"
"2005- 10- 07","1,201.01","1,195.29","1,215.25","1,193.74","498.30M","-0.12%"
"2005- 10- 06","1,202.49","1,213.43","1,214.60","1,198.46","512.65M","-2.03%"
"2005- 10- 05","1,227.40","1,242.49","1,246.41","1,222.57","514.78M","-1.24%"
"2005- 10- 04","1,242.78","1,228.03","1,244.37","1,228.03","439.36M","1.78%"
"2005- 09- 30","1,221.01","1,237.75","1,238.72","1,217.70","403.06M","-0.83%"
"2005- 09- 29","1,231.22","1,230.64","1,232.98","1,220.21","422.84M","0.22%"
"2005- 09- 28","1,228.57","1,212.49","1,228.57","1,209.57","470.38M","1.57%"
"2005- 09- 27","1,209.63","1,209.77","1,211.90","1,200.73","488.10M","0.27%"
"2005- 09- 26","1,206.41","1,181.94","1,206.41","1,181.94","400.04M","2.60%"
"2005- 09- 23","1,175.88","1,198.89","1,199.77","1,175.83","445.85M","-2.01%"
"2005- 09- 22","1,199.97","1,190.69","1,200.23","1,187.43","485.73M","0.28%"
"2005- 09- 21","1,196.67","1,187.95","1,199.91","1,185.62","503.45M","0.48%"
"2005- 09- 20","1,190.93","1,192.11","1,192.25","1,179.27","422.27M","1.43%"
"2005- 09- 16","1,174.13","1,172.42","1,176.06","1,164.13","385.98M","0.39%"
"2005- 09- 15","1,169.59","1,164.10","1,178.61","1,160.46","516.64M","-0.10%"
"2005- 09- 14","1,170.77","1,154.73","1,170.77","1,152.61","532.40M","1.09%"
"2005- 09- 13","1,158.12","1,160.27","1,166.22","1,150.76","379.76M","-0.02%"
"2005- 09- 12","1,158.36","1,158.09","1,166.80","1,156.69","487.84M","0.51%"
"2005- 09- 09","1,152.50","1,145.48","1,152.51","1,139.14","373.87M","0.63%"
"2005- 09- 08","1,145.26","1,152.68","1,153.63","1,135.78","464.47M","0.20%"
"2005- 09- 07","1,142.99","1,136.25","1,143.00","1,132.82","414.59M","1.81%"
"2005- 09- 06","1,122.65","1,120.11","1,135.53","1,119.22","494.88M","0.73%"
"2005- 09- 05","1,114.50","1,120.32","1,121.84","1,111.95","337.24M","-0.12%"
"2005- 09- 02","1,115.83","1,110.11","1,118.87","1,108.95","362.13M","0.86%"
"2005- 09- 01","1,106.37","1,093.47","1,106.37","1,092.14","401.78M","2.13%"
"2005- 08- 31","1,083.33","1,068.89","1,085.14","1,067.30","344.65M","1.00%"
"2005- 08- 30","1,072.61","1,074.63","1,078.42","1,055.54","331.64M","0.89%"
"2005- 08- 29","1,063.16","1,068.14","1,073.37","1,059.21","369.43M","-2.15%"
"2005- 08- 26","1,086.55","1,097.55","1,103.74","1,086.53","385.56M","-0.98%"
"2005- 08- 25","1,097.29","1,085.54","1,104.25","1,079.14","337.86M","0.28%"
"2005- 08- 24","1,094.21","1,111.90","1,111.91","1,088.74","339.74M","-1.94%"
"2005- 08- 23","1,115.84","1,118.17","1,121.89","1,108.59","367.01M","-0.08%"
"2005- 08- 22","1,116.68","1,095.24","1,116.68","1,091.76","383.45M","2.46%"
"2005- 08- 19","1,089.88","1,088.15","1,092.58","1,078.53","398.08M","-0.26%"
"2005- 08- 18","1,092.71","1,115.49","1,115.82","1,092.37","439.40M","-1.85%"
"2005- 08- 17","1,113.25","1,107.27","1,114.42","1,100.68","452.67M","-0.33%"
"2005- 08- 16","1,116.93","1,131.72","1,137.46","1,115.85","407.79M","-1.18%"
"2005- 08- 12","1,130.22","1,127.39","1,131.97","1,120.39","409.33M","0.57%"
"2005- 08- 11","1,123.77","1,104.69","1,123.77","1,104.35","438.88M","1.71%"
"2005- 08- 10","1,104.86","1,103.61","1,114.40","1,100.20","448.55M","0.46%"
"2005- 08- 09","1,099.77","1,082.76","1,099.79","1,079.53","462.13M","1.21%"
"2005- 08- 08","1,086.64","1,081.69","1,088.52","1,079.63","390.22M","-0.25%"
"2005- 08- 05","1,089.36","1,098.56","1,101.15","1,084.23","556.85M","-1.98%"
"2005- 08- 04","1,111.39","1,119.76","1,122.46","1,105.10","679.08M","-0.51%"
"2005- 08- 03","1,117.11","1,126.92","1,129.92","1,116.95","656.49M","-0.15%"
"2005- 08- 02","1,118.83","1,117.21","1,118.85","1,110.31","565.87M","0.26%"
"2005- 08- 01","1,115.98","1,113.90","1,116.75","1,107.78","501.12M","0.42%"
"2005- 07- 29","1,111.29","1,113.43","1,113.43","1,101.37","546.00M","0.59%"
"2005- 07- 28","1,104.72","1,101.84","1,106.44","1,097.38","651.33M","1.07%"
"2005- 07- 27","1,093.03","1,092.91","1,098.67","1,084.12","630.53M","0.22%"
"2005- 07- 26","1,090.60","1,089.96","1,094.82","1,085.87","695.01M","0.08%"
"2005- 07- 25","1,089.70","1,075.50","1,089.96","1,073.66","637.55M","1.44%"
"2005- 07- 22","1,074.22","1,067.50","1,076.70","1,063.12","684.90M","-0.04%"
"2005- 07- 21","1,074.65","1,083.55","1,086.00","1,068.49","701.78M","0.02%"
"2005- 07- 20","1,074.40","1,077.29","1,086.95","1,068.65","967.84M","-0.10%"
"2005- 07- 19","1,075.48","1,062.32","1,075.51","1,062.15","547.71M","1.23%"
"2005- 07- 18","1,062.43","1,061.71","1,068.51","1,057.03","500.56M","0.27%"
"2005- 07- 15","1,059.60","1,065.09","1,066.97","1,057.49","567.77M","-0.22%"
"2005- 07- 14","1,061.93","1,056.00","1,064.92","1,052.52","599.04M","1.12%"
"2005- 07- 13","1,050.16","1,047.53","1,050.78","1,042.19","744.62M","0.60%"
"2005- 07- 12","1,043.88","1,048.44","1,051.28","1,042.67","781.36M","0.33%"
"2005- 07- 11","1,040.43","1,034.59","1,043.18","1,033.28","770.52M","1.81%"
"2005- 07- 08","1,021.95","1,027.09","1,029.37","1,020.45","614.16M","-0.47%"
"2005- 07- 07","1,026.82","1,015.76","1,029.20","1,014.86","677.41M","0.77%"
"2005- 07- 06","1,019.01","1,023.77","1,025.24","1,015.94","687.97M","0.02%"
"2005- 07- 05","1,018.81","1,023.32","1,025.25","1,017.27","568.71M","-0.28%"
"2005- 07- 04","1,021.71","1,022.67","1,024.05","1,018.54","552.72M","0.36%"
"2005- 07- 01","1,018.02","1,003.56","1,018.04","1,002.38","494.73M","0.98%"
"2005- 06- 30","1,008.16","997.59","1,009.96","997.59","507.09M","0.91%"
"2005- 06- 29","999.08","1,000.27","1,006.19","994.29","408.26M","0.44%"
"2005- 06- 28","994.74","989.54","995.45","987.78","430.65M","0.37%"
"2005- 06- 27","991.11","996.73","997.71","985.93","401.82M","-1.13%"
"2005- 06- 24","1,002.43","1,001.62","1,007.95","995.55","406.14M","-0.83%"
"2005- 06- 23","1,010.80","1,002.24","1,010.91","1,001.13","449.22M","0.86%"
"2005- 06- 22","1,002.15","988.46","1,003.34","986.64","534.74M","1.23%"
"2005- 06- 21","989.99","992.25","997.80","986.61","408.25M","-0.47%"
"2005- 06- 20","994.65","1,003.80","1,004.21","991.47","367.18M","-0.90%"
"2005- 06- 17","1,003.68","1,006.65","1,007.20","997.44","451.30M","0.05%"
"2005- 06- 16","1,003.14","1,000.71","1,006.32","999.53","475.06M","0.12%"
"2005- 06- 15","1,001.94","984.58","1,001.94","981.95","402.70M","1.85%"
"2005- 06- 14","983.75","989.65","994.07","982.59","345.84M","-0.68%"
"2005- 06- 13","990.49","993.14","999.36","989.76","405.79M","-0.03%"
"2005- 06- 10","990.79","987.02","994.90","983.76","517.84M","0.33%"
"2005- 06- 09","987.58","972.75","987.58","970.97","453.83M","1.16%"
"2005- 06- 08","976.22","968.44","977.55","968.36","340.33M","0.55%"
"2005- 06- 07","970.88","975.39","975.39","968.28","317.56M","-0.53%"
"2005- 06- 03","976.09","972.72","976.09","970.01","322.97M","0.54%"
"2005- 06- 02","970.88","976.97","979.36","970.88","312.31M","0.14%"
"2005- 06- 01","969.51","964.08","972.56","963.78","256.65M","-0.07%"
"2005- 05- 31","970.21","968.78","972.17","960.39","252.37M","0.12%"
"2005- 05- 30","969.04","962.25","969.04","959.98","299.30M","0.85%"
"2005- 05- 27","960.91","953.80","962.90","950.74","303.15M","1.80%"
"2005- 05- 26","943.91","940.71","943.94","938.88","264.52M","0.28%"
"2005- 05- 25","941.30","951.37","955.74","939.65","279.81M","-1.08%"
"2005- 05- 24","951.61","954.92","955.71","947.59","321.24M","0.06%"
"2005- 05- 23","951.05","955.05","955.05","946.80","315.72M","-0.12%"
"2005- 05- 20","952.19","954.66","956.06","948.38","341.24M","0.01%"
"2005- 05- 19","952.09","941.31","952.74","941.31","366.59M","2.34%"
"2005- 05- 18","930.36","935.18","937.00","926.97","333.35M","0.35%"
"2005- 05- 17","927.16","938.27","940.80","921.77","288.22M","-0.20%"
"2005- 05- 16","929.04","925.41","935.53","925.05","405.54M","0.63%"
"2005- 05- 13","923.19","918.77","925.08","910.72","295.68M","0.21%"
"2005- 05- 12","921.21","923.26","928.87","921.21","307.79M","-0.24%"
"2005- 05- 11","923.38","927.31","928.43","921.01","268.61M","-1.17%"
"2005- 05- 10","934.28","939.18","941.45","933.56","347.69M","-0.10%"
"2005- 05- 09","935.20","942.01","942.32","926.48","362.54M","-0.60%"
"2005- 05- 06","940.85","933.38","942.67","933.24","314.70M","1.24%"
"2005- 05- 04","929.35","916.29","931.19","916.29","330.70M","1.70%"
"2005- 05- 03","913.82","920.94","923.53","911.14","373.03M","-0.50%"
"2005- 05- 02","918.42","916.48","918.45","912.43","298.91M","0.78%"
"2005- 04- 29","911.30","907.63","914.25","902.88","335.61M","-0.70%"
"2005- 04- 28","917.73","931.34","931.96","917.71","369.84M","-1.34%"
"2005- 04- 27","930.16","936.34","936.37","924.44","398.22M","-1.51%"
"2005- 04- 26","944.46","947.31","949.33","944.30","429.94M","-0.18%"
"2005- 04- 25","946.17","936.25","946.87","932.76","387.34M","0.57%"
"2005- 04- 22","940.79","952.80","952.96","940.78","438.26M","0.18%"
"2005- 04- 21","939.14","925.17","941.63","916.74","443.31M","0.19%"
"2005- 04- 20","937.36","940.36","948.73","930.06","410.51M","0.53%"
"2005- 04- 19","932.45","931.60","936.70","928.77","360.81M","0.81%"
"2005- 04- 18","925.00","930.85","934.37","917.41","367.62M","-2.35%"
"2005- 04- 15","947.22","954.61","955.38","940.04","378.26M","-0.70%"
"2005- 04- 14","953.92","973.40","973.86","953.92","419.60M","-2.79%"
"2005- 04- 13","981.31","985.82","986.82","979.31","438.08M","-0.05%"
"2005- 04- 12","981.79","982.44","985.99","979.73","477.50M","-0.42%"
"2005- 04- 11","985.94","988.21","988.50","981.74","411.84M","-0.63%"
"2005- 04- 08","992.17","995.87","996.90","989.56","489.90M","0.33%"
"2005- 04- 07","988.90","991.36","993.03","985.87","571.33M","0.09%"
"2005- 04- 06","988.00","985.65","990.34","975.28","473.79M","0.56%"
"2005- 04- 04","982.50","981.00","984.09","976.28","458.76M","0.06%"
"2005- 04- 01","981.90","963.78","982.49","963.57","480.86M","1.68%"
"2005- 03- 31","965.68","969.85","970.38","961.54","435.28M","1.07%"
"2005- 03- 30","955.45","952.40","957.08","946.41","442.96M","-0.37%"
"2005- 03- 29","958.96","977.98","978.47","956.34","524.50M","-1.92%"
"2005- 03- 28","977.70","969.48","981.54","969.48","607.95M","1.28%"
"2005- 03- 25","965.30","960.65","965.42","956.45","594.11M","0.94%"
"2005- 03- 24","956.33","970.29","972.85","949.98","542.36M","-1.08%"
"2005- 03- 23","966.81","974.22","980.65","964.08","519.68M","-1.39%"
"2005- 03- 22","980.41","978.09","986.15","972.94","520.61M","0.12%"
